feedback_id,atendimento_id,data_feedback,socorrista_id,nps_score,feedback_texto,tipo_problema
FB1207,AT2962,11/03/2025,SOC073,9,Atendimento excelente do início ao fim.,Nenhum problema
FB1208,AT2658,25/02/2025,SOC236,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1209,AT2375,15/01/2025,SOC237,7,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB1210,AT6425,14/03/2026,SOC272,9,Resposta rápida e comunicação clara.,Nenhum problema
FB1211,AT2294,01/02/2025,SOC092,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1212,AT0142,30/05/2026,SOC001,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB1213,AT1895,26/12/2024,SOC282,9,Atendimento excelente do início ao fim.,Nenhum problema
FB1214,AT1826,26/12/2024,SOC121,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1215,AT1212,23/10/2024,SOC274,10,Atendimento organizado e seguro.,Nenhum problema
FB1216,AT6940,02/05/2026,SOC267,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1217,AT7828,27/08/2026,SOC102,8,Equipe atuou rapidamente no local.,Nenhum problema
FB1218,AT0536,05/02/2025,SOC149,6,Demora para liberar leito hospitalar.,Demora no atendimento
FB1219,AT5669,15/12/2025,SOC105,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1220,AT3740,26/05/2025,SOC020,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1221,AT3434,15/04/2025,SOC255,3,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1222,AT2638,24/02/2025,SOC026,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1223,AT2526,26/01/2025,SOC155,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1224,AT3075,06/03/2025,SOC155,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1225,AT0529,07/02/2025,SOC057,5,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1226,AT7438,12/07/2026,SOC086,9,Equipe atuou rapidamente no local.,Nenhum problema
FB1227,AT0542,28/02/2025,SOC079,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB1228,AT7436,17/07/2026,SOC119,6,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB1229,AT2913,30/03/2025,SOC104,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB1230,AT6965,01/06/2026,SOC070,10,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB1231,AT6804,18/05/2026,SOC169,9,Resposta rápida e comunicação clara.,Nenhum problema
FB1232,AT4905,03/09/2025,SOC209,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1233,AT3139,05/03/2025,SOC213,8,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1234,AT7062,13/06/2026,SOC006,4,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB1235,AT7172,05/06/2026,SOC110,5,Endereço informado estava impreciso.,Falha de comunicação
FB1236,AT3893,08/05/2025,SOC101,8,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1237,AT6974,02/06/2026,SOC084,2,Paciente sofreu morte acidental no local.,Morte acidental
FB1238,AT7332,26/06/2026,SOC069,7,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1239,AT3524,25/04/2025,SOC035,10,Boa integração entre as equipes.,Nenhum problema
FB1240,AT1967,01/12/2024,SOC189,7,Equipe atuou rapidamente no local.,Nenhum problema
FB1241,AT3490,02/04/2025,SOC162,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1242,AT7965,25/08/2026,SOC271,5,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1243,AT2931,09/03/2025,SOC094,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1244,AT4354,30/07/2025,SOC114,9,Equipe atuou rapidamente no local.,Nenhum problema
FB1245,AT5856,08/01/2026,SOC129,5,Trânsito prejudicou o tempo de chegada.,Demora no atendimento
FB1246,AT4280,13/07/2025,SOC211,10,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1247,AT5472,03/11/2025,SOC028,7,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB1248,AT4276,16/07/2025,SOC046,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1249,AT2796,13/02/2025,SOC075,10,Equipe preparada para situação crítica.,Nenhum problema
FB1250,AT6081,19/02/2026,SOC264,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1251,AT6520,26/04/2026,SOC207,7,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1252,AT2782,01/03/2025,SOC223,8,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB1253,AT1191,12/10/2024,SOC033,9,Atendimento rápido e organizado.,Nenhum problema
FB1254,AT2846,28/03/2025,SOC207,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1255,AT0295,18/06/2026,SOC137,10,Atendimento organizado e seguro.,Nenhum problema
FB1256,AT6161,06/02/2026,SOC195,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB1257,AT4483,05/08/2025,SOC066,8,Atendimento organizado e seguro.,Nenhum problema
FB1258,AT4336,09/07/2025,SOC226,4,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB1259,AT7646,15/08/2026,SOC012,8,Resposta rápida e comunicação clara.,Nenhum problema
FB1260,AT3845,09/05/2025,SOC197,7,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1261,AT6108,22/02/2026,SOC263,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1262,AT5703,16/12/2025,SOC139,7,Atendimento ocorreu sem complicações.,Nenhum problema
FB1263,AT7417,14/07/2026,SOC293,6,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1264,AT2783,03/03/2025,SOC229,7,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1265,AT7920,24/08/2026,SOC017,7,Equipe atuou rapidamente no local.,Nenhum problema
FB1266,AT7673,27/08/2026,SOC203,10,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1267,AT6364,11/03/2026,SOC030,8,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1268,AT5650,20/12/2025,SOC034,5,Informações do chamado estavam incompletas.,Falha de comunicação
FB1269,AT7292,20/06/2026,SOC281,5,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1270,AT2185,10/01/2025,SOC103,3,Houve espera moderada no hospital.,Demora no atendimento
FB1271,AT7022,28/06/2026,SOC180,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1272,AT0727,27/07/2025,SOC084,7,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB1273,AT1880,08/12/2024,SOC219,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1274,AT3947,31/05/2025,SOC242,1,Paciente sofreu morte acidental no local.,Morte acidental
FB1275,AT3065,11/03/2025,SOC208,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1276,AT3807,14/05/2025,SOC067,7,Resposta rápida e comunicação clara.,Nenhum problema
FB1277,AT5625,16/12/2025,SOC159,10,Equipe preparada para situação crítica.,Nenhum problema
FB1278,AT2351,12/01/2025,SOC293,8,Procedimento padrão seguido corretamente.,Nenhum problema
FB1279,AT2203,06/01/2025,SOC051,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB1280,AT7336,11/06/2026,SOC106,8,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1281,AT7522,01/08/2026,SOC165,7,Boa integração entre as equipes.,Nenhum problema
FB1282,AT2001,25/12/2024,SOC189,7,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1283,AT4695,07/08/2025,SOC046,7,Atendimento adequado apesar da espera.,Demora no atendimento
FB1284,AT4530,15/07/2025,SOC100,10,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1285,AT1597,20/11/2024,SOC244,5,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1286,AT6133,13/02/2026,SOC115,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB1287,AT2258,06/01/2025,SOC048,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1288,AT3659,29/05/2025,SOC009,2,Paciente sofreu morte acidental no local.,Morte acidental
FB1289,AT1135,27/09/2024,SOC269,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB1290,AT3121,13/03/2025,SOC096,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB1291,AT5049,18/09/2025,SOC186,8,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1292,AT1090,03/10/2024,SOC112,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1293,AT4174,01/07/2025,SOC246,4,Houve pequena demora para localizar o hospital.,Demora no atendimento
FB1294,AT4718,17/08/2025,SOC006,9,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1295,AT6118,03/03/2026,SOC094,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB1296,AT3508,28/04/2025,SOC188,4,Endereço informado estava impreciso.,Falha de comunicação
FB1297,AT1170,09/09/2024,SOC145,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1298,AT0779,05/09/2025,SOC035,9,Tempo de resposta foi satisfatório.,Nenhum problema
FB1299,AT3588,11/04/2025,SOC082,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB1300,AT0993,23/08/2026,SOC248,10,Procedimento padrão seguido corretamente.,Nenhum problema
FB1301,AT0611,23/04/2025,SOC220,2,Paciente sofreu morte acidental no local.,Morte acidental
FB1302,AT2402,11/01/2025,SOC282,4,Ambulância sem parte do material necessário.,Falta de equipamento
FB1303,AT1952,12/12/2024,SOC199,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1304,AT1748,10/12/2024,SOC035,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1305,AT5853,28/01/2026,SOC030,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB1306,AT4749,01/09/2025,SOC219,9,Equipe preparada para situação crítica.,Nenhum problema
FB1307,AT6391,03/04/2026,SOC020,4,Houve espera moderada no hospital.,Demora no atendimento
FB1308,AT1854,16/12/2024,SOC211,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1309,AT6811,05/05/2026,SOC023,7,Atendimento excelente do início ao fim.,Nenhum problema
FB1310,AT1680,01/01/2025,SOC288,8,Equipe preparada para situação crítica.,Nenhum problema
FB1311,AT0761,06/08/2025,SOC227,7,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1312,AT0988,31/08/2026,SOC045,9,Comunicação entre socorristas foi boa.,Nenhum problema
FB1313,AT0582,05/04/2025,SOC275,10,Procedimento padrão seguido corretamente.,Nenhum problema
FB1314,AT7996,20/08/2026,SOC196,2,Paciente sofreu morte acidental no local.,Morte acidental
FB1315,AT0727,29/07/2025,SOC263,7,Procedimento padrão seguido corretamente.,Nenhum problema
FB1316,AT7051,19/06/2026,SOC181,8,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1317,AT7055,03/07/2026,SOC186,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB1318,AT2384,20/01/2025,SOC252,4,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1319,AT3627,22/05/2025,SOC064,9,Atendimento organizado e seguro.,Nenhum problema
FB1320,AT5749,11/12/2025,SOC203,10,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB1321,AT7555,25/07/2026,SOC046,8,Procedimento padrão seguido corretamente.,Nenhum problema
FB1322,AT5432,12/11/2025,SOC007,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1323,AT0779,06/09/2025,SOC024,4,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1324,AT7717,06/08/2026,SOC219,10,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1325,AT5515,13/11/2025,SOC189,9,Resposta rápida e comunicação clara.,Nenhum problema
FB1326,AT2222,08/01/2025,SOC044,7,Equipe preparada para situação crítica.,Nenhum problema
FB1327,AT3682,23/05/2025,SOC273,5,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1328,AT1926,29/12/2024,SOC079,9,Equipe preparada para situação crítica.,Nenhum problema
FB1329,AT2673,20/02/2025,SOC023,6,Equipamento necessário não estava disponível.,Falta de equipamento
FB1330,AT7124,30/06/2026,SOC224,5,Kit de emergência incompleto na viatura.,Falta de equipamento
FB1331,AT1192,01/11/2024,SOC122,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1332,AT2382,07/01/2025,SOC284,9,Equipe atuou rapidamente no local.,Nenhum problema
FB1333,AT5463,09/11/2025,SOC290,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1334,AT5742,10/12/2025,SOC244,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1335,AT1899,03/12/2024,SOC044,2,Endereço informado estava impreciso.,Falha de comunicação
FB1336,AT6804,23/05/2026,SOC253,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB1337,AT3526,13/04/2025,SOC274,10,Equipe atuou rapidamente no local.,Nenhum problema
FB1338,AT3412,10/04/2025,SOC172,8,Suporte adequado durante todo o atendimento.,Nenhum problema
FB1339,AT6303,02/04/2026,SOC288,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1340,AT0645,21/05/2025,SOC297,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1341,AT5286,11/10/2025,SOC015,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1342,AT4403,01/07/2025,SOC190,7,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1343,AT5003,13/09/2025,SOC198,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB1344,AT6451,17/03/2026,SOC093,4,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1345,AT3813,29/05/2025,SOC101,2,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1346,AT5047,26/09/2025,SOC211,8,Boa integração entre as equipes.,Nenhum problema
FB1347,AT5722,16/12/2025,SOC290,6,Ambulância sem parte do material necessário.,Falta de equipamento
FB1348,AT3508,27/04/2025,SOC149,3,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1349,AT6613,01/05/2026,SOC146,8,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB1350,AT1936,10/12/2024,SOC194,3,Atendimento adequado apesar da espera.,Demora no atendimento
FB1351,AT3912,08/05/2025,SOC161,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1352,AT6336,08/03/2026,SOC006,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1353,AT6729,03/05/2026,SOC291,7,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB1354,AT1214,04/10/2024,SOC170,10,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1355,AT7649,23/08/2026,SOC217,8,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1356,AT7244,10/06/2026,SOC067,8,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1357,AT7687,10/08/2026,SOC217,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1358,AT5488,14/11/2025,SOC080,6,Houve espera moderada no hospital.,Demora no atendimento
FB1359,AT6881,21/05/2026,SOC251,2,Endereço informado estava impreciso.,Falha de comunicação
FB1360,AT1171,23/09/2024,SOC268,10,Boa integração entre as equipes.,Nenhum problema
FB1361,AT0695,06/06/2025,SOC217,7,Ocorrência conduzida com muita competência.,Nenhum problema
FB1362,AT1804,03/12/2024,SOC186,10,Atendimento organizado e seguro.,Nenhum problema
FB1363,AT2981,17/03/2025,SOC231,5,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1364,AT6909,17/05/2026,SOC218,2,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1365,AT2225,19/01/2025,SOC162,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1366,AT2715,27/02/2025,SOC067,8,Atendimento ocorreu sem complicações.,Nenhum problema
FB1367,AT1449,25/11/2024,SOC187,9,Boa integração entre as equipes.,Nenhum problema
FB1368,AT5607,13/12/2025,SOC273,4,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB1369,AT2320,15/01/2025,SOC134,8,Ocorrência conduzida com muita competência.,Nenhum problema
FB1370,AT5992,19/01/2026,SOC175,2,Paciente sofreu morte acidental no local.,Morte acidental
FB1371,AT5794,01/12/2025,SOC037,5,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1372,AT5788,09/12/2025,SOC030,1,Paciente sofreu morte acidental no local.,Morte acidental
FB1373,AT3197,28/03/2025,SOC196,4,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1374,AT5818,16/12/2025,SOC164,7,Atendimento excelente do início ao fim.,Nenhum problema
FB1375,AT0494,07/12/2024,SOC240,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1376,AT7261,27/06/2026,SOC055,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1377,AT3881,21/05/2025,SOC048,7,Excelente coordenação entre viatura e hospital.,Nenhum problema
FB1378,AT7708,31/08/2026,SOC117,5,Informações do chamado estavam incompletas.,Falha de comunicação
FB1379,AT1418,24/11/2024,SOC293,9,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1380,AT5904,04/01/2026,SOC271,7,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB1381,AT4492,22/07/2025,SOC267,8,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1382,AT0944,30/05/2026,SOC253,4,Endereço informado estava impreciso.,Falha de comunicação
FB1383,AT2657,14/02/2025,SOC102,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1384,AT2748,14/02/2025,SOC161,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1385,AT3201,16/03/2025,SOC179,9,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1386,AT5806,14/12/2025,SOC288,4,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1387,AT1650,07/12/2024,SOC052,9,Procedimento padrão seguido corretamente.,Nenhum problema
FB1388,AT1700,15/12/2024,SOC203,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1389,AT0443,21/11/2024,SOC218,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1390,AT1294,31/10/2024,SOC190,6,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB1391,AT0475,28/12/2024,SOC226,3,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1392,AT2306,07/01/2025,SOC172,9,Ocorrência conduzida com muita competência.,Nenhum problema
FB1393,AT5637,20/12/2025,SOC152,10,Equipe demonstrou excelente preparo.,Nenhum problema
FB1394,AT6512,01/05/2026,SOC290,5,Atendimento adequado apesar da espera.,Demora no atendimento
FB1395,AT5972,12/01/2026,SOC294,10,Atendimento ocorreu sem complicações.,Nenhum problema
FB1396,AT5946,22/01/2026,SOC262,1,Paciente sofreu morte acidental no local.,Morte acidental
FB1397,AT6313,22/03/2026,SOC142,10,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1398,AT1206,28/10/2024,SOC080,1,Óbito constatado apesar dos esforços da equipe.,Morte acidental
FB1399,AT3707,01/06/2025,SOC288,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB1400,AT5492,02/12/2025,SOC259,7,Atendimento excelente do início ao fim.,Nenhum problema
FB1401,AT2292,21/01/2025,SOC196,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1402,AT1841,11/12/2024,SOC234,7,Atendimento organizado e seguro.,Nenhum problema
FB1403,AT6734,01/06/2026,SOC121,4,Endereço informado estava impreciso.,Falha de comunicação
FB1404,AT2579,27/02/2025,SOC107,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1405,AT7354,01/06/2026,SOC040,10,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1406,AT5719,15/12/2025,SOC280,9,Paciente estabilizado rapidamente pela equipe.,Nenhum problema
FB1407,AT2687,15/02/2025,SOC222,9,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1408,AT1008,13/09/2024,SOC164,4,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1409,AT1180,26/09/2024,SOC279,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1410,AT5860,19/01/2026,SOC042,7,Comunicação entre socorristas foi boa.,Nenhum problema
FB1411,AT6579,29/04/2026,SOC278,8,Boa integração entre as equipes.,Nenhum problema
FB1412,AT1735,22/12/2024,SOC022,5,Equipamento necessário não estava disponível.,Falta de equipamento
FB1413,AT3017,05/03/2025,SOC099,10,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1414,AT7221,12/06/2026,SOC206,10,Equipe demonstrou excelente preparo.,Nenhum problema
FB1415,AT5335,23/10/2025,SOC170,10,Boa integração entre as equipes.,Nenhum problema
FB1416,AT7359,23/06/2026,SOC246,7,Equipe preparada para situação crítica.,Nenhum problema
FB1417,AT3529,28/04/2025,SOC263,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1418,AT7146,11/06/2026,SOC010,7,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1419,AT1338,24/10/2024,SOC298,10,Atendimento rápido e organizado.,Nenhum problema
FB1420,AT6016,23/02/2026,SOC045,10,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1421,AT5020,26/09/2025,SOC187,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1422,AT4865,25/09/2025,SOC143,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1423,AT0997,22/08/2026,SOC142,9,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1424,AT6062,05/02/2026,SOC173,4,Atendimento adequado apesar da espera.,Demora no atendimento
FB1425,AT3134,07/03/2025,SOC220,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB1426,AT7149,02/06/2026,SOC218,8,Atendimento organizado e seguro.,Nenhum problema
FB1427,AT0304,14/05/2026,SOC091,6,Demora para liberar leito hospitalar.,Demora no atendimento
FB1428,AT2927,16/03/2025,SOC044,8,Chegada rápida evitou agravamento do quadro.,Nenhum problema
FB1429,AT3411,21/04/2025,SOC203,9,Atendimento rápido e equipe bem preparada.,Nenhum problema
FB1430,AT7707,12/08/2026,SOC106,9,Procedimento realizado de forma segura.,Nenhum problema
FB1431,AT0870,27/11/2025,SOC003,9,Equipe preparada para situação crítica.,Nenhum problema
FB1432,AT5378,21/11/2025,SOC132,7,Resposta rápida e comunicação clara.,Nenhum problema
FB1433,AT6297,10/03/2026,SOC237,5,Ocorrência apresentou atraso significativo.,Demora no atendimento
FB1434,AT7945,08/08/2026,SOC282,7,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1435,AT1302,02/11/2024,SOC203,7,Equipe demonstrou grande eficiência.,Nenhum problema
FB1436,AT0383,12/02/2026,SOC148,3,Demora para liberar leito hospitalar.,Demora no atendimento
FB1437,AT1188,01/10/2024,SOC221,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1438,AT5623,26/12/2025,SOC100,1,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1439,AT3746,29/05/2025,SOC290,2,Paciente não resistiu aos ferimentos.,Morte acidental
FB1440,AT4580,28/07/2025,SOC152,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB1441,AT5614,29/12/2025,SOC059,8,Equipe preparada para situação crítica.,Nenhum problema
FB1442,AT7050,14/06/2026,SOC117,2,Houve dificuldade de comunicação com o hospital.,Falha de comunicação
FB1443,AT3018,27/03/2025,SOC038,9,Atendimento organizado e seguro.,Nenhum problema
FB1444,AT6542,12/04/2026,SOC168,9,Equipe ágil e excelente suporte hospitalar.,Nenhum problema
FB1445,AT2517,15/01/2025,SOC076,4,Demora na regulação do leito hospitalar.,Demora no atendimento
FB1446,AT6454,21/03/2026,SOC226,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1447,AT7669,21/08/2026,SOC116,9,Procedimento ocorreu conforme planejado.,Nenhum problema
FB1448,AT4064,03/06/2025,SOC296,9,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1449,AT5635,07/12/2025,SOC220,7,"Atendimento tranquilo, sem intercorrências.",Nenhum problema
FB1450,AT3101,25/03/2025,SOC150,2,Gravidade do caso impossibilitou reanimação.,Morte acidental
FB1451,AT2664,05/02/2025,SOC204,8,Equipe cordial e atenciosa com o paciente.,Nenhum problema
FB1452,AT0745,05/08/2025,SOC088,8,Comunicação entre socorristas foi boa.,Nenhum problema
FB1453,AT5880,24/01/2026,SOC242,5,Houve espera moderada no hospital.,Demora no atendimento
FB1454,AT4621,05/07/2025,SOC198,3,Atendimento adequado apesar da espera.,Demora no atendimento
FB1455,AT6178,10/02/2026,SOC155,5,Falta de insumo básico dificultou o procedimento.,Falta de equipamento
FB1456,AT4803,28/08/2025,SOC081,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB1457,AT6081,21/02/2026,SOC269,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1458,AT3702,18/05/2025,SOC004,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1459,AT2081,06/01/2025,SOC300,9,Resposta rápida e comunicação clara.,Nenhum problema
FB1460,AT5438,24/11/2025,SOC278,9,Equipe demonstrou excelente preparo.,Nenhum problema
FB1461,AT7225,24/06/2026,SOC211,4,Endereço informado estava impreciso.,Falha de comunicação
FB1462,AT4469,01/08/2025,SOC008,10,Equipe demonstrou grande eficiência.,Nenhum problema
FB1463,AT5017,07/09/2025,SOC274,7,Equipe preparada para situação crítica.,Nenhum problema
FB1464,AT0784,26/09/2025,SOC160,8,Equipe demonstrou grande eficiência.,Nenhum problema
FB1465,AT4435,22/07/2025,SOC171,8,Equipe demonstrou excelente preparo.,Nenhum problema
FB1466,AT5559,02/01/2026,SOC071,4,Equipamento necessário não estava disponível.,Falta de equipamento
FB1467,AT6304,13/03/2026,SOC130,10,Comunicação eficiente durante a ocorrência.,Nenhum problema
FB1468,AT5875,27/01/2026,SOC296,4,Comunicação com a central apresentou ruído.,Falha de comunicação
FB1469,AT3493,19/04/2025,SOC300,5,Fila no pronto-socorro atrasou o atendimento.,Demora no atendimento
FB1470,AT7895,18/08/2026,SOC015,2,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1471,AT2414,15/01/2025,SOC204,10,Atendimento excelente do início ao fim.,Nenhum problema
FB1472,AT4242,26/07/2025,SOC104,7,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1473,AT0138,11/07/2026,SOC200,5,Tempo de deslocamento acima do esperado.,Demora no atendimento
FB1474,AT7379,19/07/2026,SOC069,7,Tempo de resposta foi satisfatório.,Nenhum problema
FB1475,AT1698,26/12/2024,SOC050,8,Procedimento realizado de forma segura.,Nenhum problema
FB1476,AT0392,21/01/2026,SOC098,7,Resposta rápida e comunicação clara.,Nenhum problema
FB1477,AT3688,18/05/2025,SOC196,5,Faltou equipamento durante o atendimento.,Falta de equipamento
FB1478,AT6774,10/05/2026,SOC271,8,Bom trabalho em equipe durante o socorro.,Nenhum problema
FB1479,AT2131,04/01/2025,SOC069,10,Equipe demonstrou excelente preparo.,Nenhum problema
FB1480,AT7092,06/06/2026,SOC269,9,Resposta rápida e comunicação clara.,Nenhum problema
FB1481,AT6352,19/03/2026,SOC231,9,Encaminhamento hospitalar foi eficiente.,Nenhum problema
FB1482,AT4803,27/08/2025,SOC200,10,Comunicação entre socorristas foi boa.,Nenhum problema
FB1483,AT2115,15/01/2025,SOC140,9,Equipe atuou rapidamente no local.,Nenhum problema
FB1484,AT3255,19/03/2025,SOC126,8,Ótima triagem e encaminhamento adequado.,Nenhum problema
FB1485,AT1917,16/12/2024,SOC223,3,Falha no repasse de dados entre equipes.,Falha de comunicação
FB1486,AT0840,12/11/2025,SOC226,9,Bom trabalho em equipe durante o socorro.,Nenhum problema
